ID,group_id1,group_id2,ideology1,ideology2,ideological_label,income,Q1_immigration,Q2_defense,treatment,proposition_vote,state,year,log_income,weights
0123,12,2,-0.0827418807826053,0.378206058594645,Conservative,212248.184645117,10,6,0,1,23,2,12.2655115512283,0.3
0124,10,1,0.621280481200635,0.411937532540412,Liberal,173276.396450087,9,8,0,1,24,2,12.0626432659087,0.6
0125,8,2,0.675893352390383,-1.0226222750173,Liberal,393798.739611068,1,5,0,1,25,2,12.8835952446007,1
0126,12,1,-1.22654397980192,-1.50272710147366,Very Conservative,147371.366602751,10,1,1,1,26,2,11.9007109834408,0.7
0127,8,1,1.6535207005809,1.01028379542355,Very Liberal,3340.86577283143,7,3,1,1,27,2,8.11398526580333,0.6
0128,1,2,1.91145075815807,0.222701171638738,Very Liberal,10654.9138058391,3,5,0,1,28,2,9.27377645494947,0.3
0129,6,1,-0.46437059572254,-1.06250369932132,Conservative,73976.9289668151,9,8,1,1,29,2,11.211508552857,0.6
0130,6,3,1.20378531547723,-0.0194812965664419,Very Liberal,18612.6956286175,1,8,1,0,30,2,9.83159918754106,0.2
0131,1,3,-1.49055622605983,-0.274306892591919,Very Conservative,144759.00296959,4,2,0,1,31,2,11.8828255901822,0.5
0132,1,2,-0.588443758413575,-0.305606061083276,Conservative,14984823.4328806,5,1,1,1,32,2,16.5225484757393,1
0133,5,1,0.552955589065316,-0.566720932716154,Liberal,12768.2447954457,3,1,1,1,33,2,9.45471649208143,0.9
0134,12,3,0.56532960461997,0.267570407709668,Liberal,14812.6437749781,8,4,1,1,34,2,9.60323640415801,0.8
0135,5,2,0.200966985057883,-0.423912312520178,Liberal,22312.5156674999,3,4,1,1,35,2,10.0129030407066,0.7
0136,6,1,0.0266182979111426,-0.0522941315464301,Liberal,35576.5203676366,3,8,0,1,36,2,10.4794411590129,0.6
0137,8,3,-2.74683715551019,-0.228803777938246,Very Conservative,4488811.02716197,3,3,1,1,37,2,15.3170984200105,0.1
0138,6,2,0.485634419596972,0.227795226120357,Liberal,6138.50498767032,5,3,1,1,38,2,8.72233650414322,0.2
0139,4,1,0.644203646481323,-0.301402693392231,Liberal,95161.2048993218,8,1,0,1,39,2,11.4633276261623,0.2
0140,3,1,0.841208223285701,0.711200329223392,Liberal,86638.9918461264,2,3,1,1,40,2,11.3695052454821,0.1
0141,7,1,-0.874394434574411,-0.065001982686002,Conservative,269281.485538381,1,4,0,0,41,2,12.5035125261146,0.4
0142,10,2,1.59547127509006,-0.228317031940864,Very Liberal,18786.0743707192,1,8,0,1,42,2,9.84087114938401,0.2
0143,4,1,0.528347392623146,-0.0079694148843384,Liberal,1304.78688544243,10,2,0,1,43,2,7.1737950002465,1
0144,6,2,0.0959128690940712,1.70776453008506,Liberal,4668.87141613589,6,6,0,1,44,2,8.4486726546765,0.8
0145,2,1,0.0270079956737045,0.914577666927315,Liberal,347009.033050038,7,6,1,1,45,2,12.7571060904347,0.9
0146,11,1,-0.684936853526729,0.48795043260392,Conservative,1069291.73377565,7,2,1,1,46,2,13.8825070562142,0.8
0147,8,2,-0.118507821040769,-0.0812960233126214,Conservative,93616.8268321616,1,2,0,1,47,2,11.4469654201562,0.1
0148,1,4,1.05297332579766,-0.418147221870431,Very Liberal,126371.238538861,8,3,0,1,48,2,11.7469791915978,0.1
0149,6,1,-0.668687640913797,-0.908130649691523,Conservative,365166.817632159,3,5,0,1,49,2,12.8081095627648,0.6
0150,8,4,0.925726981509546,-0.92179935000279,Liberal,17079.8887996979,4,9,0,1,50,2,9.74565695676504,0.1
0151,10,4,-1.24235118718351,0.228762104739223,Very Conservative,228912.223102661,2,4,1,1,51,2,12.3410939038276,0.1
0152,9,2,0.244697526152034,1.60929908573037,Liberal,44705.7121369655,9,1,0,1,52,2,10.7078565607364,0.1
0153,12,3,0.282004437537938,-0.145715088387681,Liberal,88674.5369724047,3,10,1,1,53,2,11.3927280580032,0.9
0154,11,4,1.10331897855349,0.207382433206787,Very Liberal,15653.1668282296,9,1,1,1,54,2,9.65842852873915,0.5
0155,11,2,0.155509620718505,-0.0121138731076917,Liberal,69991.1447491113,4,8,0,1,55,2,11.1561240094451,0.6
0156,5,1,-0.582460910918979,1.00560936210181,Conservative,879765.468864535,9,3,1,1,56,2,13.6874106382796,1
0157,8,1,0.450312148610929,-0.378641049060619,Liberal,168050.609434847,10,5,1,1,57,2,12.0320204596557,0.8
0158,7,1,0.0131730237365849,0.364989517222695,Liberal,8518.19644159162,8,8,1,1,58,2,9.04995991215567,0.7
0159,8,4,-0.792431450887468,-0.432889309472135,Conservative,83153.3735056044,1,5,1,1,59,2,11.3284420551222,0.4
0160,1,2,0.028337199803206,-0.955365079992052,Liberal,9276.80125840661,7,4,0,1,60,2,9.13527207437826,0.8
0161,9,2,-0.852270684893603,0.0925347031400121,Conservative,50356.992170042,2,9,0,1,61,2,10.8268927598067,0.8
0162,2,1,-2.20020695988824,1.28773515687272,Very Conservative,128354.27057376,1,4,1,1,62,2,11.7625494586227,0.1
0163,3,3,2.13623707145983,0.479294994226941,Very Liberal,5639.20898200419,6,7,1,1,63,2,8.63749908323826,0.8
0164,4,3,-1.5616508349986,-0.272156291430078,Very Conservative,3164068.86555266,9,9,0,1,64,2,14.9673693729782,1
0165,7,4,1.14192917820888,-1.24041361765413,Very Liberal,27154.1847694047,9,6,0,1,65,2,10.2092864486375,0.9
0166,3,3,0.52887257174426,-0.596497602125812,Liberal,17944.5841690482,3,3,1,1,66,2,9.79504363078874,0.8
0167,12,3,-0.173199730903186,-0.743989088444957,Conservative,8554.55693841929,10,9,0,1,67,2,9.05421939520366,0.8
0168,3,1,1.14824767867611,-1.03661925634335,Very Liberal,26636.6729005759,3,6,0,1,68,2,10.1900442257353,0.6
0169,11,2,1.51394740827339,-0.124023894221907,Very Liberal,11830.5270103832,3,1,0,1,69,2,9.37843850461781,1
0170,9,2,0.728602090815281,1.35152492955123,Liberal,14047.2945011622,7,8,1,1,70,2,9.55018509402455,0.7
0171,8,2,2.03184907165653,0.059045243404823,Very Liberal,3931.61340795106,5,10,0,1,71,2,8.27680515699062,0.4
0172,4,4,1.61838357685093,2.02564372978001,Very Liberal,6605.43681068725,4,2,1,1,72,2,8.79564834810616,0.8
0173,9,3,-0.891715427535186,1.57391458223233,Conservative,95054.8194510665,6,1,0,1,73,2,11.4622090510085,1
0174,12,3,-0.634795337468174,-3.25843779846591,Conservative,154553.937137747,6,2,1,1,74,2,11.9482984220837,0.3
0175,13,3,-1.94221778543437,0.513744892935229,Very Conservative,542740.110041708,2,4,1,1,75,2,13.2043858656339,0.6
0176,2,3,-0.220828133738264,0.411009482647092,Conservative,117540.570752489,7,4,0,1,76,2,11.6745388359698,0.5
0177,7,3,-0.222614883815102,-0.613220963866783,Conservative,150513.826612475,4,1,0,1,77,2,11.9218102301304,0.1
0178,6,1,-0.755427635797162,-0.329179406132878,Conservative,489196.285212336,4,8,0,1,78,2,13.1005190891693,0.4
0179,10,3,-2.42969806788968,-1.13660240954015,Very Conservative,353540.252873895,5,2,0,1,79,2,12.7757526273521,0.7
0180,4,3,-0.992079262401677,-0.743681721710174,Conservative,94884.5576604594,3,1,1,0,80,2,11.4604162491282,0.6
0181,6,2,-0.508049773077943,-0.268108592799966,Conservative,4443.02510489544,3,6,1,1,81,2,8.39909075335781,0.6
0182,11,2,0.774450786608709,0.0447016330521202,Liberal,179351.495632084,6,8,1,1,82,2,12.0971028221065,1
0183,5,2,-0.143415547219144,-1.21636004180372,Conservative,21503.7916818731,9,7,0,1,83,2,9.97598455586306,0.3
0184,11,3,0.163811954543219,-1.49474015873239,Liberal,13396.4352971927,10,8,1,1,84,2,9.50274392795115,1
0185,8,4,1.84650153429379,1.9274785588115,Very Liberal,16989.5910362872,1,9,1,1,85,2,9.74035614352796,0.9
0186,7,4,-0.0992518475592911,-0.745058097033713,Conservative,45331.7250871986,10,6,1,1,86,2,10.7217623994031,0.3
0187,1,4,-0.912748110409622,2.72487653909301,Conservative,676132.52945269,2,3,0,1,87,2,13.4241443852961,0.4
0188,1,4,1.35279474956496,0.0811272989423126,Very Liberal,5087.72827069459,8,9,1,1,88,2,8.53458669767687,0.5
0189,7,2,-0.21475727645824,1.51856320100585,Conservative,324670.675647439,6,7,1,1,89,2,12.6905666418704,0.3
0190,1,4,1.1763639973688,0.141108259250996,Very Liberal,21823.6410535405,3,3,1,1,90,2,9.99074911318115,0.8
0191,3,2,0.925609308057113,-0.200480253339384,Liberal,101292.537754904,8,5,1,1,91,2,11.5257680227149,0.3
0192,4,1,1.74254389793029,-0.264278574142903,Very Liberal,7225.14282105815,9,4,1,1,92,2,8.88532228040576,1
0193,3,1,0.871993157360293,-0.707692532804824,Liberal,11625.0638980968,9,8,1,1,93,2,9.36091872705093,0.4
0194,1,3,0.758388366380463,-0.186367468167404,Liberal,9804.36325660559,2,4,0,1,94,2,9.19058279583895,0.2
0195,10,2,0.472804724412453,0.548791226989587,Liberal,70629.6977414091,3,5,0,1,95,2,11.1652059829291,0.3
0196,10,1,0.249812992378934,0.97724898957906,Liberal,48463.8948401558,8,10,0,1,96,2,10.7885743634098,0.5
0197,11,3,0.872669016273852,-0.374255255569598,Liberal,51872.155264432,8,5,1,1,97,2,10.8565374177533,0.7
0198,6,3,1.35934294101907,0.551073092787643,Very Liberal,10360.589739461,7,2,0,1,98,2,9.24576443885172,0.7
0199,11,4,-0.826669042194174,-0.425359163153206,Conservative,2101798.59220436,8,9,1,1,99,2,14.5583040086087,0.1
0200,12,2,1.21698774726307,1.81399901359482,Very Liberal,4985.87025769731,5,9,1,1,100,2,8.51436324242471,0.8
0201,10,1,1.00003119410316,-2.07423888889665,Very Liberal,17948.9832572536,5,4,1,1,1,3,9.79528874926221,0.6
0202,10,3,-1.55631280894288,-0.315289509881407,Very Conservative,49760.9355723415,9,3,1,1,2,3,10.8149855289313,0.1
0203,1,1,-1.35663044849148,-0.0904531607512932,Very Conservative,73293.8045215828,1,5,0,0,3,3,11.2022313620868,1
0204,7,2,0.117663278747484,0.111508684730262,Liberal,2217.73836599897,7,7,1,1,4,3,7.70424320152918,0.1
0205,2,4,-0.842382087222354,-0.516000162924263,Conservative,309436.515841418,2,8,1,1,5,3,12.6425082316226,0.2
0206,7,2,-0.404834542905774,0.327564152032977,Conservative,8462.16396171343,4,5,0,1,6,3,9.04336020732882,1
0207,13,2,0.0480468095045827,-0.555941352603812,Liberal,141495.274681616,8,1,1,1,7,3,11.8600216010316,0.8
0208,10,3,-1.72719820136477,-1.07367565882587,Very Conservative,62107.0990237453,6,5,0,1,8,3,11.0366155773903,0.1
0209,8,4,-0.202368626016059,-1.13310213426636,Conservative,28854.9287243626,10,5,0,1,9,3,10.2700360970108,0.3
0210,8,2,0.237595883833323,0.484336819397154,Liberal,45469.4841090211,9,6,0,1,10,3,10.7247967010107,0.4
0211,8,4,-0.334587829852066,-1.77646680493419,Conservative,55003.5547300062,1,8,0,0,11,3,10.9151530935807,0.9
0212,4,4,-0.768421849334242,-1.12946369163664,Conservative,28591.349029056,10,5,0,1,12,3,10.2608594695496,0.8
0213,4,2,1.91483094653427,-0.715488529842311,Very Liberal,5394.46992139823,4,5,0,1,13,3,8.59312961918537,0.7
0214,10,1,-0.0654751758021962,-0.658456420133432,Conservative,173592.445146808,3,8,1,1,14,3,12.0644655615218,0.7
0215,5,3,-0.0877624288664039,-0.0330020316418321,Conservative,107043.127595407,4,5,0,1,15,3,11.5809870938758,0.8
0216,10,3,-0.381595008245122,-0.200136324759524,Conservative,3782588.31270358,6,5,0,1,16,3,15.1459190720796,0.2
0217,7,4,0.710370853094009,-0.171849493348533,Liberal,33275.3925501935,9,1,1,1,17,3,10.4125734403445,0.5
0218,4,3,0.176821083167828,-1.50874709436965,Liberal,71071.1625216912,4,7,0,1,18,3,11.1714369431051,0.4
0219,4,3,1.8794795958063,-0.613102755582943,Very Liberal,26659.8266420627,5,2,0,1,19,3,10.1909130911633,0.6
0220,6,1,1.27229111567304,-0.245465416893284,Very Liberal,6318.98377440586,7,3,0,1,20,3,8.75131367902302,0.7
0221,2,3,0.381507029054716,-0.809931733934849,Liberal,30286.3267634343,6,10,1,1,21,3,10.3184516277153,0.6
0222,5,1,0.153732972001684,-0.892831448735346,Liberal,1109096.84909674,4,10,1,1,22,3,13.9190565926337,0.6
0223,4,1,0.99755456568573,1.41136894613455,Liberal,45491.33425357,1,2,0,0,23,3,10.7252771308345,0.8
0224,6,1,1.08142866940574,0.510576980927085,Very Liberal,7434.72492725044,2,1,0,1,24,3,8.91391686120251,0.5
0225,12,3,0.487023766009882,0.589481836845913,Liberal,3178.70390034841,5,1,1,1,25,3,8.06422881418474,0.4
0226,7,2,0.950019807194664,-0.724957314677082,Liberal,10990.31936658,7,1,0,1,26,3,9.30477010671884,0.1
