ID,group_id1,group_id2,ideology1,ideology2,ideological_label,income,Q1_immigration,Q2_defence,treatment,proposition_vote,log_income
00067,5,7,1.33333047243669,0.976120005516024,Very Liberal,81105.421828648,10,2,0,1,11.3035050914897
00068,6,5,1.32832553430425,-0.455796646800798,Very Liberal,8403.68042200805,3,6,0,1,9.03642503435085
00069,2,8,-0.527648434065834,2.16922287186148,Conservative,264610.580010756,5,9,0,1,12.4860145147871
00070,8,5,-0.671189612105662,0.083716843434173,Conservative,69866.4561016043,8,9,1,0,11.1543409289435
00071,8,3,0.598210471588496,1.11012498027658,Liberal,19694.8843614182,6,5,1,1,9.88811420391878
00072,8,4,0.116194187699615,0.859895585114423,Liberal,342084.319859831,8,7,0,1,12.7428125349542
00073,7,2,-1.10339596123799,-0.393206014440766,Very Conservative,53024.5342040405,3,7,1,0,10.8785099949349
00074,1,1,2.31236653696052,-1.90789012077506,Very Liberal,30763.4459212766,5,4,1,1,10.3340824433944
00075,3,5,-0.82917152789372,-0.327111871792826,Conservative,439554.483358376,1,9,0,0,12.9935169551099
00076,10,3,0.550455872229553,-2.45009987254198,Liberal,236006.079508627,10,3,0,0,12.3716128443057
00077,3,7,0.525329888809406,1.04437956469959,Liberal,362426.086375949,8,1,0,1,12.800575832834
00078,10,5,0.519124495328192,-1.77748203152162,Liberal,55316.9542295064,2,3,1,0,10.9208347269511
00079,5,1,-1.33843511148338,0.350288656261185,Very Conservative,618155.231792012,3,3,1,1,13.3344948890278
00080,10,4,0.662246160610074,0.929373037214168,Liberal,65046.2448100926,4,8,1,1,11.0828537545279
00081,3,1,-1.38725414969017,0.971859926017786,Very Conservative,421819.816930269,6,4,1,0,12.9523335277399
00082,9,10,0.24351740592388,0.152981182420268,Liberal,7132.73767563585,9,8,1,1,8.87245040543969
00083,6,8,1.10913895426665,0.685413740852569,Very Liberal,16336.8824249761,9,2,0,1,9.70118055614538
00084,3,4,-0.788483236780358,0.395837976488359,Conservative,27810.4078983144,5,4,0,0,10.2331656144457
00085,5,4,-1.546823351727,0.135400065496007,Very Conservative,34912.0657727225,3,5,0,0,10.4605877725885
00086,10,3,-0.0425113124767258,-0.251907516389351,Conservative,138932.132564013,4,2,0,1,11.8417408379424
00087,8,10,-0.318476742261057,-0.0692005820319766,Conservative,80068.1069970145,8,10,0,1,11.2906328889365
00088,2,10,1.16838030727232,0.384416775732898,Very Liberal,6362.34574957839,8,3,0,1,8.7581524168837
00089,9,8,0.152137642391977,0.125113044709572,Liberal,30458.9733027902,8,4,0,1,10.3241359194724
00090,7,4,-0.6771880272132,0.234579500272647,Conservative,74119.032771704,5,9,0,1,11.2134276308228
00091,6,10,-0.135059802362902,-0.451344227424348,Conservative,25866.2200090486,7,9,1,1,10.1606931496627
00092,3,6,0.804655950419848,1.44647821245823,Liberal,119508.703543364,10,7,1,1,11.6911444807004
00093,4,6,-0.285632601986031,-1.25811042227727,Conservative,63624.3354489701,3,8,1,0,11.0607513089884
00094,9,2,-1.51289140755007,-1.13294033035149,Very Conservative,341563.609312048,5,6,0,0,12.7412892051049
00095,5,5,-0.48814280090625,-1.38240976681146,Conservative,186641.842730941,3,10,1,0,12.1369467798299
00096,6,4,1.29262580808116,-0.106124518297806,Very Liberal,3029.06788810935,8,8,1,1,8.01601022348963
00097,5,3,0.0437429046861112,0.114323945974977,Liberal,56214.8194617019,9,9,1,0,10.9369356926107
00098,9,6,-1.68173003251585,-1.69365781634621,Very Conservative,7819861.16936807,1,2,1,0,15.8721773590862
00099,3,6,-0.862718520654176,-1.58916680674172,Conservative,556729.595134708,4,5,1,0,13.2298349344879
00100,2,10,0.295363177045138,1.36487500627266,Liberal,113648.358127378,3,2,0,1,11.6408643824309
00101,4,8,-1.30482634712508,1.5522548899628,Very Conservative,63704.0359654397,1,8,0,0,11.0620031985083
00102,9,5,-0.341414459317162,-0.596407054210397,Conservative,423322.053973191,4,5,0,0,12.9558885252539
00103,4,3,0.671081107486432,-0.136601543869647,Liberal,4898.28776783297,8,7,1,1,8.49664098789591
00104,6,6,-0.289631152172286,0.552453936672701,Conservative,27593.6277160248,3,10,0,1,10.2253401451942
00105,4,10,-0.219799779604401,-0.111707027939669,Conservative,56743.4933662706,5,1,0,0,10.9462962744315
00106,2,3,0.0166658130156995,1.16765620646257,Liberal,23867.4459962469,4,8,0,1,10.0802707172215
00107,3,1,0.696193961366406,-2.0936976751498,Liberal,101229.397794442,5,8,1,0,11.5251444856908
00108,2,5,-0.700423419442998,0.827354617290582,Conservative,45763.565487844,10,2,0,0,10.7312435401478
00109,10,7,0.904669261343908,-0.301713848668993,Liberal,11817.5479544187,3,7,0,1,9.37734082057485
00110,7,1,0.132547482176722,2.16355986721372,Liberal,7685.97435366792,7,5,1,1,8.94715243435991
00111,1,10,0.649327872384713,0.702268941379628,Liberal,15781.083106883,8,8,1,1,9.66656722999642
00112,3,6,-3.51881060677337,-0.179816211000029,Very Conservative,469980.538361171,3,7,0,0,13.0604465650867
00113,5,2,-1.19867073688935,-1.35432054885275,Very Conservative,166938.417728407,3,6,1,0,12.0253802672743
00114,10,6,1.30939877337691,0.554367507237557,Very Liberal,2925.68884580521,7,10,0,1,7.9812852347789
00115,3,6,1.11810080394816,0.406986903558743,Very Liberal,12493.6138426464,10,5,0,1,9.43297290015202
00116,3,6,0.481617251521639,-0.808122048088235,Liberal,45989.4954060803,1,2,0,0,10.7361682886556
00117,8,10,-1.44415066277415,1.06693872465763,Very Conservative,490280.212569557,3,1,1,1,13.1027323690227
00118,8,5,-0.511230989445683,0.0757183496798032,Conservative,4018378.89326049,9,8,1,0,15.2063891188809
00119,9,7,-2.10055949687387,-1.20943808619876,Very Conservative,2672686.70814457,7,9,1,0,14.7985947821705
00120,1,1,-0.473734439272572,1.20025990232857,Conservative,304317.191652205,4,7,1,1,12.6258258300244
00121,10,5,-0.321656765346938,-0.613816470171537,Conservative,13730.6597428827,7,8,1,0,9.5273865488008
00122,10,6,-0.601869501835219,1.49861419913055,Conservative,21916.5593030843,5,6,1,0,9.99499776264131
00123,5,5,1.30293367962148,-0.880610147290788,Very Liberal,48184.377595954,5,4,0,0,10.7827901312351
00124,7,2,-1.72275854436832,0.708492639371931,Very Conservative,178644.190429897,3,6,1,0,12.0931513436387
00125,10,8,-0.817148846240856,0.669593722141721,Conservative,221800.967043197,9,5,1,1,12.3095357138672
00126,2,10,-1.42505110992719,0.671968893650958,Very Conservative,291944.457156106,9,8,1,1,12.5843188479384
00127,5,5,-1.14218734191951,0.522580833136217,Very Conservative,397543.332111304,8,5,0,0,12.893059218736
00128,5,4,-0.227004561586447,0.494793814773937,Conservative,50758.1035012825,4,3,1,0,10.8348265590595
00129,10,10,-0.566372650918335,-0.228530387222975,Conservative,72865.4719339475,4,3,1,1,11.1963701697731
00130,9,7,-0.928958967341947,0.768731805958464,Conservative,474600.208851937,10,10,1,0,13.0702280630426
00131,8,7,0.170790643667577,-0.447148479722751,Liberal,66768.9195090248,3,6,1,0,11.1089929744389
00132,2,1,0.00797174166551545,0.199600730008445,Liberal,192036.209230964,4,10,0,0,12.1654392229737
00133,8,7,0.441657205019549,0.0677662488222816,Liberal,35544.6826705367,9,4,1,1,10.4785458507822
00134,3,2,0.363517368743013,0.148474798695469,Liberal,124250.808159185,3,2,0,1,11.730057448237
00135,1,9,0.292495169592365,1.23344075892661,Liberal,42977.7571094036,6,8,0,1,10.6684379843165
00136,3,3,0.423996467876877,0.102141214379585,Liberal,82469.5002123564,5,3,1,1,11.3201838095733
00137,2,4,0.0066192609758292,2.2522504594359,Liberal,54304.950223343,1,4,0,1,10.9023706661009
00138,7,5,-0.481168319526957,-0.324492208373987,Conservative,22143.8694209824,9,5,0,1,10.0053159615874
00139,3,9,-0.242523287848175,1.54282175918175,Conservative,212582.698295305,1,1,1,1,12.2670863600887
00140,8,3,1.42402816270792,0.711721355353162,Very Liberal,189738.841530614,6,7,1,1,12.153403887366
00141,3,5,1.4263763089642,0.867795864567161,Very Liberal,16136.8903624312,2,10,0,1,9.68886325674533
00142,5,10,-0.483999235534603,-1.62445549988384,Conservative,61104.6279415179,6,2,0,0,11.020342886015
00143,10,6,-0.182965964247951,1.17827573156663,Conservative,381666.006103209,7,4,1,0,12.8523011755669
00144,1,5,-0.415324057714778,-1.70072158863065,Conservative,28747.9125236863,9,8,1,0,10.2663204357176
00145,3,8,1.34122680712347,0.729752336641758,Very Liberal,2017.64532098793,6,6,0,1,7.60968642777951
00146,10,9,0.452283973482541,-1.5444756036523,Liberal,1783057.99868664,2,7,0,0,14.3938404250244
00147,8,5,-1.65713944177674,0.159346929134803,Very Conservative,691698.237403085,3,1,0,0,13.4469050663753
00148,7,7,-0.844427459946706,0.997384413483982,Conservative,138408.498497743,2,2,1,1,11.837964725611
00149,9,6,-0.125712886649528,0.00954819835629953,Conservative,101895.980514347,1,6,1,1,11.5317077730388
00150,4,7,-0.0270203068414686,0.414395067850676,Conservative,911224.491610961,2,4,1,0,13.722544569168
00151,7,6,-1.12910474045295,0.783714058793756,Very Conservative,1830140.3903647,7,8,0,1,14.4199032379214
00152,7,2,-1.22465222856631,0.355956872855067,Very Conservative,111644.298503353,3,9,0,0,11.6230731901637
00153,3,6,-0.0497326930330916,0.892931122973339,Conservative,134992.016592855,4,5,0,1,11.8129709193227
00154,6,10,-0.172229552371235,-1.65220991859522,Conservative,32078.1639299679,5,1,0,0,10.3759308262393
00155,1,10,1.29040957840128,0.167851833040274,Very Liberal,22116.1013284842,10,5,1,1,10.0040611891296
00156,10,10,1.29960790767836,0.126484422413441,Very Liberal,8266.79672272028,10,6,0,0,9.02000237594834
00157,10,8,0.0838443711506456,-0.514003481284489,Liberal,104309.501917266,8,7,0,0,11.5551177386348
00158,5,9,-0.0696889114599134,-0.156570262740629,Conservative,55525.4208386775,9,8,1,0,10.9245962279987
00159,6,2,0.337501568415303,-0.999394050760362,Liberal,37109.3596701296,1,5,0,1,10.5216244989915
00160,4,5,2.48457883644274,-0.876900793753453,Very Liberal,4700.64848987374,6,8,0,1,8.45545575474914
00161,3,1,-2.11981312791736,1.52092860746466,Very Conservative,73912.2948099933,3,5,0,0,11.2106344640047
00162,8,7,1.75164854331345,-1.24404013106215,Very Liberal,5221.18152741516,1,5,0,0,8.56047900151235
00163,5,8,1.0826928813319,1.95198579422607,Very Liberal,13061.1267239455,4,7,0,1,9.47739567199929
00164,3,3,0.338461628306926,-0.460863544251267,Liberal,22533.2822588879,5,6,1,1,10.022748706743
00165,8,1,0.158420529258111,1.24185611725655,Liberal,9256.58089305048,1,5,1,1,9.13309002544474
00166,3,7,0.490283234893515,-0.899353694521231,Liberal,40628.2072310762,3,6,0,0,10.6122178637424
00167,4,3,1.03254113294787,0.596691659416727,Very Liberal,18935.8348279872,5,7,1,1,9.8488114285104
00168,3,7,0.123796071315797,0.331221565918588,Liberal,422925.290551057,1,3,0,0,12.954950824347
00169,7,6,-0.939505301725886,-0.21801770659117,Conservative,194434.479245475,10,7,0,0,12.1778505176555
00170,3,8,0.698237601398919,0.704985429370963,Liberal,14365.253597986,8,6,1,1,9.57256762513755
00171,7,9,1.07429217000587,-0.815182681246172,Very Liberal,91705.4821126351,6,1,1,1,11.4263374395834
00172,3,5,0.0510851247457266,-2.08539890663384,Liberal,69398.8235469093,2,7,0,0,11.1476251945776
00173,1,2,-0.0800982197376834,-1.24550719087951,Conservative,385421.498711534,10,5,0,0,12.8620928162596
00174,10,2,-0.11748039269404,-0.611901004318818,Conservative,20114.4072573026,6,5,1,0,9.90919161625409
00175,9,2,-2.05240045488643,-0.335099052025421,Very Conservative,148181.880339897,8,3,1,0,11.9061957194562
00176,7,1,1.84066568060425,-0.855392159896486,Very Liberal,3916.50398877296,7,7,0,1,8.27295469526023
00177,9,7,0.371475676307724,0.00352828866434005,Liberal,182157.860564908,10,3,0,1,12.1126289558559
00178,4,2,-0.872798278323762,-0.90124621923054,Conservative,80161.2787221533,5,6,0,0,11.2917958683141
00179,9,7,1.29077820737614,-0.208302467015626,Very Liberal,3007.89944461174,7,6,1,1,8.00899725519305
00180,3,8,-1.58117115509054,0.303706437598774,Very Conservative,1545277.31893352,4,7,0,0,14.2507139466621
00181,3,6,-1.05279656962808,-0.464588229364594,Very Conservative,1826882.0628064,10,6,0,0,14.4181212808991
00182,6,9,0.579984804840034,1.40466413155025,Liberal,21063.5040797324,5,4,1,1,9.95529715739977
00183,8,2,-1.00379791609372,2.79296661768658,Very Conservative,218002.35278552,3,2,1,1,12.2922611343071
00184,1,7,0.758663304592425,-0.230521237554296,Liberal,8018.21787230622,9,2,0,0,8.98947146573253
00185,4,10,-0.32718264063132,-0.650474669043096,Conservative,50032.0184645084,10,5,0,0,10.8204184487515
00186,6,7,-0.469946575632005,-0.192191862045183,Conservative,39705.7765713487,10,2,1,0,10.5892519616659
00187,5,3,-1.44723167480034,0.724246681897493,Very Conservative,294033.865296291,3,9,0,0,12.5914502277698
00188,4,7,0.275191021451259,-0.231791482239552,Liberal,20749.3413829263,10,3,1,1,9.94026978457324
00189,3,5,1.30303276865337,1.48506830218116,Very Liberal,66839.2348595469,5,8,0,1,11.1100455353001
00190,9,1,-0.556783377101729,1.65215336558552,Conservative,359139.51565932,2,3,1,1,12.7914662149825
00191,6,7,-0.0748593340711385,0.327927961082181,Conservative,6425.17141018708,4,8,0,1,8.76797858803589
00192,7,5,0.161995599994111,-0.845629213696719,Liberal,358418.841165034,3,6,0,0,12.7894575289161
00193,3,1,0.483380181713839,-1.038777907364,Liberal,20446.9907726104,8,7,0,1,9.92559100015965
00194,9,10,-1.31500312295693,-0.708229658658377,Very Conservative,9528.68089304353,7,7,1,0,9.16206157080797
00195,2,8,-0.0721934332956894,-0.713650023509176,Conservative,86720.8374443535,1,5,0,0,11.3704494735036
00196,1,5,1.35250676956795,0.24187021455027,Very Liberal,6180.75850059627,8,6,0,1,8.72919627764476
00197,4,6,-0.447988502902848,0.632393122965868,Conservative,30245.660687513,8,4,1,0,10.3171080048226
00198,3,7,0.585266886070539,-1.53939872759672,Liberal,42021.5227966228,1,8,1,0,10.6459372135477
00199,10,5,-1.31959938999483,-0.544417070563946,Very Conservative,352833.031478724,9,10,1,0,12.7737502253724
00200,2,9,-0.900373874298636,-0.521904503261908,Conservative,50981.1201986691,10,5,1,0,10.8392106509855
00201,3,1,-0.258224104565627,-0.0274835884487447,Conservative,19055.2337101219,4,4,1,1,9.85509707826144
00202,7,4,-1.1767885694207,-0.695632997237005,Very Conservative,376575.622924151,3,6,1,0,12.8388741637531
00203,4,2,-0.630943169788138,-1.14695557746476,Conservative,1293269.16968823,4,6,1,0,14.0726838106349
00204,1,3,0.0295648701675625,0.309539692934376,Liberal,1481299.78680407,6,1,1,1,14.2084304946453
00205,6,7,-0.0125498416150717,0.79605573115474,Conservative,1335162.57239999,4,6,1,1,14.1045636194809
00206,3,5,0.00340457255682754,-0.827925199625199,Liberal,45402.6180780194,6,10,0,0,10.7233250492835
00207,10,10,1.35323544274875,-0.268859462236747,Very Liberal,10079.4416058194,9,3,0,1,9.21825314384286
00208,1,5,0.925104489320819,-0.241666754789246,Liberal,71816.7322936157,3,7,1,1,11.1818727681877
00209,2,10,0.239866582282513,1.77318809691611,Liberal,363880.815139785,8,9,0,1,12.804581662067
00210,6,2,0.0269067601809933,1.06521192362907,Liberal,186835.333125454,9,4,0,1,12.1379829363842
00211,6,7,0.407985685016285,-1.42212347375914,Liberal,13292.4443862393,10,4,0,0,9.49495106152466
00212,8,1,1.43327332096467,0.816611877152981,Very Liberal,30289.6128478042,9,9,0,1,10.3185601224211
00213,8,9,0.687306280140818,-0.356262179610242,Liberal,462584.480934637,7,1,0,1,13.0445844807343
00214,10,2,-0.842402783324005,0.0599007331370013,Conservative,1502402.3421049,3,1,1,0,14.2225759463439
00215,1,3,1.02411171069489,1.66996003310534,Very Liberal,49096.5385868021,10,10,1,1,10.8015438140838
00216,3,3,1.29807333353057,0.298406450935237,Very Liberal,294048.670798305,6,10,0,1,12.5915005795524
00217,9,4,-1.84263168760069,-0.6484083872309,Very Conservative,192935.841139298,7,1,1,0,12.1701129832901
00218,9,10,1.2246201990305,0.577637093756116,Very Liberal,8404.95706167761,8,7,0,1,9.03657693716549
00219,10,6,0.746935235827352,-0.649433235236224,Liberal,14579.2628597386,5,8,0,0,9.58735544596757
00220,9,6,-0.794673837043129,-0.639103938922979,Conservative,72286.8349433414,4,5,0,0,11.1883973022629
00221,7,6,0.73580638615636,-0.798967074972798,Liberal,87846.5893369866,9,3,1,0,11.3833472691506
00222,10,1,-0.345152699858619,0.361569676241432,Conservative,65258.2403034304,7,1,0,0,11.0861076053864
00223,10,7,0.221189206716777,1.15909959959115,Liberal,10613.3574296788,2,3,1,1,9.26986862167194
00224,2,7,-1.0897701353835,0.709873973558658,Very Conservative,258174.00485348,3,1,1,0,12.4613890739896
00225,8,3,-0.678666524329278,0.342508577127312,Conservative,901996.159505827,2,2,1,1,13.7123655412816
00226,5,1,0.826092331652936,1.70740069017917,Liberal,44143.343612792,10,10,1,1,10.6951974271184
00227,8,4,0.816544793459954,1.79127336008887,Liberal,57183.1262373742,5,1,1,1,10.954014137998
00228,9,3,-1.42228908482585,0.656131587358031,Very Conservative,381006.365753805,7,2,0,0,12.8505713619845
00229,8,6,-1.10383017462191,-0.0853710864705311,Very Conservative,112294.731931955,5,6,0,0,11.6288822289579
00230,5,10,-0.229891948845378,0.403754212741765,Conservative,72945.0083697516,5,10,0,1,11.1974611262466
00231,3,1,-0.146309249630711,-3.27848630512882,Conservative,1182145.58451708,10,10,0,0,13.9828416373138
00232,5,1,0.638013098750261,-1.14561238495554,Liberal,43996.2650272116,5,10,0,1,10.6918600235522
00233,1,5,2.29630387252489,0.565798807062477,Very Liberal,14684.9935903594,4,4,1,1,9.59458140715727
00234,4,9,0.456045670702118,0.378376752019036,Liberal,23740.8261502959,10,9,1,0,10.0749514674864
00235,1,7,0.571064727588297,0.397706458437681,Liberal,5368.51875144561,9,1,0,1,8.58830731173306
00236,5,6,-0.256599472368114,-0.685157849863996,Conservative,25946.6453762371,8,2,0,0,10.1637976076456
00237,8,9,-1.68839236391889,-0.494418042958304,Very Conservative,860485.031269509,5,10,0,0,13.6652514990955
00238,9,5,-0.733789254344477,0.034946483443365,Conservative,139888.655971146,7,4,1,0,11.8486020706693
00239,10,3,-0.789185940163891,0.263963251336826,Conservative,130407.392149856,3,5,1,0,11.7784186151337
00240,4,5,-1.12231858564746,1.10719687516135,Very Conservative,70010.7087041163,4,3,0,1,11.1564034908184
00241,5,10,-1.21047045066761,-0.262490100003044,Very Conservative,1178043.35529341,4,8,1,0,13.9793654466704
00242,2,10,-0.386323931046297,-0.806260871064562,Conservative,61443.3462630342,4,1,1,0,11.025870830255
00243,9,3,-0.570995792961959,-1.36413800002363,Conservative,122527.342884544,7,10,0,0,11.7160894912807
00244,7,5,1.00015538943909,-1.1705271255508,Very Liberal,24223.9917659051,10,10,0,1,10.0950988163224
00245,7,4,0.8561215500285,-0.426952136022731,Liberal,27310.7849572982,6,7,0,1,10.2150369565409
00246,7,7,-1.21128305670748,-1.37042419744053,Very Conservative,33078.8833660268,7,7,1,0,10.4066503930064
00247,6,10,0.271233779128546,-1.29629835469993,Liberal,206917.89901412,9,6,1,0,12.2400773704516
00248,2,5,0.538860926004859,-0.950189811610285,Liberal,94060.2911719673,9,9,1,0,11.4516912510925
00249,10,3,2.18410225139196,0.0923148493246621,Very Liberal,2573.44873338616,9,2,1,1,7.85300219792534
00250,1,10,-0.582140772299423,-0.350823571319914,Conservative,191682.11549607,8,4,0,0,12.1635936304514
00251,5,8,0.507556151010281,-0.593388534143174,Liberal,79163.8703964575,2,4,1,0,11.279275291857
00252,2,5,-0.382865600322137,1.64023907901375,Conservative,4115.15759489322,5,7,0,1,8.32243241004326
00253,8,5,-0.085345346768009,1.25351759775411,Conservative,34972.4477487669,3,3,1,1,10.4623158232832
00254,10,2,-0.997803939112362,-0.645282401692359,Conservative,209894.445200174,6,2,0,0,12.2543600414289
00255,9,6,1.6352614047859,-0.133687017375094,Very Liberal,4926.90234829244,8,10,0,1,8.50246574263828
00256,2,5,0.832462371994081,1.77160738787641,Liberal,5984.74761864623,8,10,1,1,8.69696944812152
00257,9,3,-0.638969017246352,-0.503032133332645,Conservative,146563.445284185,5,10,1,0,11.8952136873021
00258,10,7,-0.209687232821155,-0.0752562876079879,Conservative,55327.6211731277,5,8,0,1,10.9210275415309
00259,2,9,0.37323442273283,0.207872669092548,Liberal,13907.3128326825,2,4,1,1,9.54017008384577
